Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S120034387,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S108867361,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-02-13,,Historical,,1,,,,,,Débora Tonelli  borda de mata  Mackinnon
S97762775,sabiá-barranco,Turdus leucomelas,28247,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108539220,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108852027,sabiá-barranco,Turdus leucomelas,28247,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S225655410,sabiá-barranco,Turdus leucomelas,28247,1,BR-DF,Brasília,L42656429,"Reserva do CO, cerrado cerradão",-15.7665949,-47.8557141,2025-04-09,08:30 AM,eBird - Traveling Count,25,1,.2,,2,,,Marília Lima e Roberto Cavalcanti
S81624086,sabiá-barranco,Turdus leucomelas,28247,2,BR-DF,Brasília,L13639443,Trilha Mata de Galeria,-15.73828,-47.9275437,2021-02-12,07:40 AM,eBird - Traveling Count,105,1,1.6,,4,,,"Manhã nublada, equipe LaBio retirando câmeras-trap no PNB para arquivamento de dados (pesquisa APA-Planalto Central)."
S93644812,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-09,06:45 AM,Historical,60,1,1.1,,2
S93646063,sabiá-laranjeira,Turdus rufiventris,28285,2,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-25,07:16 AM,Historical,50,1,.8,,2
S108850157,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108819441,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-07-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108928995,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-01-26,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; local: CO
S108929537,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: CO
S108930885,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-11-05,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108939896,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO
S108940301,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-01,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: urbano; Local: CO-área do príncipe
S108968323,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-12-06,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Beatriz; Ambiente: urbano; Local: CO.
S112483638,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2018-03-23,,Historical,,1,,,,,,Lista de Mackinnon: autor: Debora Tonelli; Ambiente: urbano; Local: CRAD.
S112485654,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S109131995,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2021-02-24,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: natural; Local: FAL-portão.
S108926299,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108927198,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-26,,Historical,,0,,,,,,Lista de Mackinnon: autor: Isadora Machado; ambiente: natural; Local: PNB-mata de galeria
S108969157,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-09,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água.
S108969353,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-03-14,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S108969825,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-04-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: Olhos d'água
S108970195,sabiá-laranjeira,Turdus rufiventris,28285,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S225650663,sabiá-laranjeira,Turdus rufiventris,28285,1,BR-DF,Brasília,L42655531,"Reserva ecológica do CO, cerrado cerradão",-15.7644677,-47.8571105,2025-04-09,07:25 AM,eBird - Traveling Count,25,1,.3,,2,,,Marília Lima e Roberto Cavalcanti
S223742319,sabiá-laranjeira,Turdus rufiventris,28285,1,BR-DF,Brasília,L42261292,UnB Praça Maior,-15.7619203,-47.8676025,2025-03-25,04:30 PM,eBird - Traveling Count,30,1,.5,,2,,,Marília Lima e Roberto Cavalcanti
S93644812,sabiá-poca,Turdus amaurochalinus,28372,X,BR-DF,Brasília,L2066371,Brasília--Parque da Cidade Sarah Kubitschek,-15.80259,-47.91251,2021-04-09,06:45 AM,Historical,60,1,1.1,,2
S97812662,sabiá-poca,Turdus amaurochalinus,28372,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-11-03,07:30 AM,Historical,60,1,1.,,2,,,Orientador e estagiária LaBIO. Registro de ninhos e observação de aves migratórias e comportamento reprodutivo.,389417411
S108930489,sabiá-poca,Turdus amaurochalinus,28372,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-08-24,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S112485654,sabiá-poca,Turdus amaurochalinus,28372,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S108537654,sabiá-poca,Turdus amaurochalinus,28372,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-03-18,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: Natural; Local: IBGE.
S116123148,sabiá-poca,Turdus amaurochalinus,28372,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S225650663,sabiá-poca,Turdus amaurochalinus,28372,1,BR-DF,Brasília,L42655531,"Reserva ecológica do CO, cerrado cerradão",-15.7644677,-47.8571105,2025-04-09,07:25 AM,eBird - Traveling Count,25,1,.3,,2,,,Marília Lima e Roberto Cavalcanti
S108965483,bico-de-lacre,Estrilda astrild,31026,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-17,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Isadora Machado; Ambiente: urbano; Local: CO
S108965927,bico-de-lacre,Estrilda astrild,31026,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-08-28,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: urbano; Local: CO.
S108864968,bico-de-lacre,Estrilda astrild,31026,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Mackinnon
S112999917,pardal,Passer domesticus,31261,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:23 AM,eBird - Traveling Count,8,1,.19,,1,,,Lista de MacKinnon CO (marcar LaBIO)
S108929537,fim-fim,Euphonia chlorotica,31725,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2018-04-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Débora Tonelli; Ambiente: urbano; Local: CO
S108781717,fim-fim,Euphonia chlorotica,31725,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S108864026,fim-fim,Euphonia chlorotica,31725,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Campo sujo  Mackinnon
S81628216,fim-fim,Euphonia chlorotica,31725,1,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-12,07:30 AM,eBird - Traveling Count,40,1,.8,,4,,,"Manhã nublada pós chuva. Equipe LaBio se locomovendo nas áreas mais abertas, de construções e estacionamento, interligadas a áreas de cerrado stricto sensu."
S112485654,Euphonia sp.,Euphonia sp.,31792,X,BR-DF,Brasília,L19537877,Estação biológica unb,-15.7349686,-47.8832459,2017-09-04,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto Cavalcanti; Ambiente: urbano; Local: estação biológica unb.
S108927884,Euphonia sp.,Euphonia sp.,31792,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora machado; Ambiente: natural; Local: JBB-cerradão
S109129891,tico-tico-do-campo,Ammodramus humeralis,32673,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: José Marcos; Ambiente: natural; Local: FAL-capetinga.
S109130256,tico-tico-do-campo,Ammodramus humeralis,32673,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto; Ambiente: natural; Local: FAL.
S108970195,tico-tico-de-bico-amarelo/de-costas-cinza,Arremon flavirostris,32793,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2018-05-31,,Historical,,0,,,,,,Lista de Mackinnon: Autor: Ilza Fujiyama; Ambiente: urbano; Local: Olhos d'água
S108850157,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108781717,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-03-21,,Historical,,1,,,,,,Lista de Mackinnon
S112983702,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-06-15,07:53 AM,Historical,,1,,,,,,Lista de Mackinnon: Autor: Antônio Moraes; Ambiente: urbano; Local: Centro Olímpico UnB.
S112483995,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L19537514,CRAD,-15.7713834,-47.8682477,2019-08-30,,Historical,,1,,,,,,Lista de Mackinnon: autor: Victoria Rafaela; Ambiente: urbano; Local: CRAD.
S109130256,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-01-30,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Roberto; Ambiente: natural; Local: FAL.
S109131470,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18878806,Fazenda Água Limpa-UnB,-15.9466294,-47.9336286,2019-06-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Fernanda Martins; Ambiente: natural; Local: FAL.
S112292304,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S112292466,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L19495875,Flona,-15.7864721,-48.057847,2022-06-04,,Historical,,1,,,,,,"Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: flona. obs: Há muitos eucaliptos e pinheiros na flona, mas com áreas de cerrado preservado."
S116123482,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-07-29,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: Reserva Ecológica do IBGE.
S120034426,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18776614,IBGE,-15.947532,-47.8785501,2022-10-05,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: natural; Local: IBGE.
S97762775,tico-tico,Zonotrichia capensis,32876,2,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.,389257561 389257601
S108866685,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-02-13,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108538756,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2022-03-19,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Paola; Ambiente: Natural; Local: JBB.
S108868689,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-05-11,,Historical,,1,,,,,,Isadora Machado  Mackinnon
S108868251,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2018-08-27,,Historical,,1,,,,,,Roberto C  Mackinnon
S108925755,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-01-07,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; Ambiente: natural; Local: PNB-campo sujo
S108926299,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-06-19,,Historical,,1,,,,,,Lista de Mackinnon: autor: Isadora Turella; ambiente: natural; local: PNB.
S108864968,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2019-09-09,,Historical,,1,,,,,,José Marcos  Mackinnon
S108865617,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-01-22,,Historical,,1,,,,,,Roberto C  murundus  Mackinnon
S108866145,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-10,,Historical,,1,,,,,,Roberto C  centro visitantes
S81628216,tico-tico,Zonotrichia capensis,32876,2,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2021-02-12,07:30 AM,eBird - Traveling Count,40,1,.8,,4,,,"Manhã nublada pós chuva. Equipe LaBio se locomovendo nas áreas mais abertas, de construções e estacionamento, interligadas a áreas de cerrado stricto sensu."
S108783794,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L865779,PN de Brasília,-15.6806921,-47.9783249,2022-04-09,,Historical,,1,,,,,,Lista de Mackinnon
S108852461,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-15,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água
S108850703,tico-tico,Zonotrichia capensis,32876,X,BR-DF,Brasília,L18832055,Parque Olhos D'Água,-15.744592,-47.8845418,2019-04-17,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Isadora Turella; Ambiente: Urbano; Local: Parque Olhos D'Água.
S108967642,encontro,Icterus pyrrhopterus,33433,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2019-10-02,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Susan Silva; Ambiente: urbano; Local: CO-sensu strictu.
S108783079,encontro,Icterus pyrrhopterus,33433,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-04-01,,Historical,,1,,,,,,Lista de Mackinnon
S119526252,encontro,Icterus pyrrhopterus,33433,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-09-27,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: CO.
S93661232,chupim,Molothrus bonariensis,33540,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-08-04,07:30 AM,Historical,60,1,,,2,,,Observação de aves migratórias da temporada; Orientador RBC e aluna RCC-UnB,363575511
S97795600,chupim,Molothrus bonariensis,33540,1,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2021-10-13,07:30 AM,Historical,60,1,1.,,2,,,"Orientador e estagiária LaBIO, observando movimentação de aves migratórias , filhotes e ninhos locais.",389288191
S103719617,chupim,Molothrus bonariensis,33540,8,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2022-02-25,07:30 AM,Historical,60,1,1.,,4,,,"Manhã ensolarada. Professor Coordenador, Sr. Roberto Cavalcanti, e 3 estagiários do LaBIO. Observar movimentos migratórios de Tyrannidae (Empidonomus varius, p.ex.)"
S97686638,chupim,Molothrus bonariensis,33540,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-15,07:30 AM,Historical,90,1,3.,,2,,,Dupla da equipe LaBio registrando aves migratórias e eventos reprodutivos .
S97495409,chupim,Molothrus bonariensis,33540,2,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-09-22,07:30 AM,Historical,90,1,2.,,2,,,Saída de campo para observação de comportamento de aves migratórias e eventos reprodutivos de aves regionais.
S97799463,chupim,Molothrus bonariensis,33540,3,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2021-10-22,07:30 AM,Historical,120,1,2.,,2,,,Orientador e 2 estagiárias LaBIO observando ninhos e comportamento reprodutivo de aves locais.,389328621 389328701
S115757474,chupim,Molothrus bonariensis,33540,X,BR-DF,Brasília,L6083614,Brasília--Universidade de Brasília,-15.763369,-47.857734,2022-07-25,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Pedro Sisnando; Ambiente: urbano; Local: Centro Olímpico UnB
S97762775,chupim,Molothrus bonariensis,33540,1,BR-DF,Brasília,L3114185,Jardim Botânico de Brasília,-15.8760661,-47.8323269,2021-09-17,07:30 AM,Historical,120,1,2.,,5,,,Orientador  e 4 estagiários do LaBIO para observação de aves na Mata Mesofítica do JBB.
S108849887,iraúna-grande,Molothrus oryzivorus,33563,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-05-03,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais.
S108849327,iraúna-grande,Molothrus oryzivorus,33563,X,BR-DF,Brasília,L7347275,Brasília--Praça dos Cristais,-15.7728802,-47.9210624,2019-06-20,,Historical,,1,,,,,,Lista de Mackinnon: Autor: Thaís Damasceno; Ambiente: Urbano; Local: Praça dos Cristais
